storm_id,storm_name,num_of_obs,date,time,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb,34_kt_ne_nm,34_kt_se_nm,34_kt_sw_nm,34_kt_nw_nm,50_kt_ne_nm,50_kt_se_nm,50_kt_sw_nm,50_kt_nw_nm,64_kt_ne_nm,64_kt_se_nm,64_kt_sw_nm,64_kt_nw_nm,radius_of_max_wind_nm
AL011936,UNNAMED,23,19360615,1200,,TS,25.8,-80.5,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360728,1800,,TS,24.9,-79.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360729,0000,,TS,25.2,-80.1,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360729,0200,L,TS,25.3,-80.3,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360729,0600,,TS,25.6,-81.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360729,1200,,TS,26.0,-81.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360729,1800,,TS,26.4,-82.8,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360730,0000,,TS,26.8,-83.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360730,0600,,TS,27.3,-84.3,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360730,1200,,HU,27.8,-85.0,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360730,1800,,HU,28.3,-85.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360731,0000,,HU,28.9,-85.9,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360731,0600,,HU,29.5,-86.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360731,1200,,HU,30.1,-86.5,90,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360731,0600,,HU,29.5,-86.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360731,1200,,HU,30.1,-86.5,90,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,24,19360731,1400,L,HU,30.4,-86.6,90,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051936,UNNAMED,24,19360731,1800,,HU,30.8,-86.9,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091936,UNNAMED,14,19360821,1800,,TS,28.5,-79.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091936,UNNAMED,14,19360821,2200,L,TS,28.9,-80.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091936,UNNAMED,14,19360822,0000,,TS,29.2,-81.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091936,UNNAMED,14,19360822,0600,,TS,29.9,-83.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091936,UNNAMED,14,19360822,1200,,TD,30.3,-84.9,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091936,UNNAMED,14,19360822,1800,,TD,30.4,-86.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370729,1200,,TS,27.4,-83.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370729,1800,,TS,27.8,-83.3,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370729,2200,L,TS,28.1,-82.8,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370730,0000,,TS,28.3,-82.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370730,0600,,TS,29.2,-81.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370730,1200,,TS,30.1,-80.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,21,19370730,1800,,TS,31.1,-79.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370830,0600,,TS,28.6,-79.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370830,1200,,TS,29.0,-80.5,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370830,1400,L,TS,29.1,-80.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370830,1800,,TS,29.3,-81.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370831,0000,,TS,29.6,-82.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370831,0600,,TS,30.1,-84.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370831,1200,,TS,30.5,-85.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,39,19370831,1800,,TS,31.0,-86.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370920,0600,,TS,29.4,-87.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370920,1200,,TS,29.6,-85.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370920,0600,,TS,29.4,-87.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370920,1200,,TS,29.6,-85.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370920,1600,L,TS,29.7,-85.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370920,1800,,TS,29.8,-85.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370921,0000,,TD,29.9,-84.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370921,0600,,TD,30.0,-83.4,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370921,1200,,TD,30.1,-82.6,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,19370921,1800,,TD,30.1,-81.8,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,19390616,0600,,TS,29.6,-87.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,19390616,1200,,TS,30.2,-87.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,19390616,1300,L,TS,30.3,-87.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,19390616,1800,,TS,31.2,-88.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390811,1800,,HU,26.7,-79.3,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390811,2300,L,HU,27.2,-80.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390812,0000,,HU,27.3,-80.4,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390812,0600,,TS,27.9,-81.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390812,1200,,TS,28.6,-83.4,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390812,1800,,HU,29.2,-84.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390813,0000,,HU,29.8,-85.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390812,1800,,HU,29.2,-84.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390813,0000,,HU,29.8,-85.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390813,0600,L,HU,30.4,-86.4,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,19390813,1200,,TS,31.0,-87.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411006,0600,,HU,25.1,-79.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411006,1000,L,HU,25.5,-80.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,44,19411006,0600,,HU,25.1,-79.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411006,1000,L,HU,25.5,-80.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,44,19411006,1100,L,HU,25.5,-80.3,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,44,19411006,1200,,HU,25.7,-80.8,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411006,1800,,TS,26.7,-82.4,60,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411007,0000,,HU,28.0,-83.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411007,0600,,HU,29.2,-84.6,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411007,0000,,HU,28.0,-83.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411007,0600,,HU,29.2,-84.6,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,19411007,0900,L,HU,29.9,-84.6,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051941,UNNAMED,44,19411007,1200,,HU,30.3,-84.6,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411020,0600,,TS,28.6,-83.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411020,1200,,TS,29.0,-83.0,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411020,1400,L,TS,29.0,-83.0,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411020,1800,,TS,29.4,-83.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411021,0000,,TS,29.5,-82.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411021,0600,,TS,29.4,-82.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411021,1200,,TD,29.1,-82.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411021,1800,,TD,29.0,-82.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411022,0000,,TD,28.8,-82.1,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,19411022,0600,,TD,28.4,-82.0,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061944,UNNAMED,13,19440911,0000,,TS,30.7,-88.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441019,0000,,HU,25.3,-82.7,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441019,0600,,HU,26.9,-82.6,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441019,0000,,HU,25.3,-82.7,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441019,0600,,HU,26.9,-82.6,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441019,0700,L,HU,27.2,-82.5,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL131944,UNNAMED,51,19441019,1200,,HU,28.4,-82.1,75,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441019,1800,,TS,29.8,-81.7,60,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,19441020,0000,,TS,31.2,-81.4,55,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,19450624,0000,,HU,28.0,-85.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,19450624,0600,,HU,28.5,-83.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,19450624,0800,L,HU,28.6,-82.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,19450624,1200,,TS,29.0,-82.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,19450624,1800,,TS,29.8,-81.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,19450625,0000,,HU,30.7,-80.1,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,19450904,1800,,TS,25.5,-82.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,19450905,0000,L,TS,26.5,-82.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,19450905,0600,,TS,27.5,-83.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,19450905,1200,,TD,28.5,-86.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,19450905,1800,,TD,29.3,-87.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450915,1800,,HU,25.1,-80.0,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450915,1930,L,HU,25.3,-80.3,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,39,19450915,1800,,HU,25.1,-80.0,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450915,1930,L,HU,25.3,-80.3,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,39,19450915,2000,L,HU,25.4,-80.4,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,39,19450916,0000,,HU,25.9,-80.9,100,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450916,0600,,HU,26.6,-81.5,85,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450916,1200,,HU,27.5,-81.8,75,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450916,1800,,HU,28.5,-81.7,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450917,0000,,HU,29.6,-81.5,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450917,0600,,TS,31.0,-81.2,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450917,0000,,HU,29.6,-81.5,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,19450917,0600,,TS,31.0,-81.2,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,19461007,1800,,HU,25.4,-83.3,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,19461008,0000,,HU,27.0,-82.9,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,19461007,1800,,HU,25.4,-83.3,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,19461008,0000,,HU,27.0,-82.9,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,19461008,0200,L,HU,27.5,-82.6,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL061946,UNNAMED,39,19461008,0600,,HU,28.6,-82.5,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,19461008,1200,,TS,30.8,-82.1,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461101,1800,,TS,25.8,-79.3,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461101,1800,,TS,25.8,-79.3,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461101,2200,L,TS,26.6,-80.1,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461102,0000,,TS,26.8,-80.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461102,0600,,TD,27.7,-81.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461102,1200,,TD,28.5,-81.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461102,1800,,TD,29.1,-82.0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461103,0000,,TD,29.7,-81.8,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,19461103,0600,,TD,30.9,-80.7,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470917,1200,,HU,26.3,-79.5,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470917,1200,,HU,26.3,-79.5,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470917,1630,L,HU,26.1,-80.1,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL041947,UNNAMED,73,19470917,1800,,HU,26.1,-80.4,105,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470918,0000,,HU,26.2,-81.3,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470918,0600,,HU,26.5,-82.3,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470918,1200,,HU,26.8,-83.4,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470918,1800,,HU,27.2,-84.5,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470919,0000,,HU,27.7,-85.7,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470919,0600,,HU,28.4,-87.3,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,19470919,0600,,HU,28.4,-87.3,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051947,UNNAMED,10,19470908,0600,,TS,29.5,-87.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051947,UNNAMED,10,19470908,1200,,TS,30.0,-88.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051947,UNNAMED,10,19470908,1400,L,TS,30.3,-88.2,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470922,1800,,TS,24.7,-83.4,50,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,0000,,TS,25.7,-83.4,50,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,0600,,TS,26.7,-83.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,1200,,TS,27.6,-83.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,1800,,TS,28.5,-82.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,1200,,TS,27.6,-83.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,1800,,TS,28.5,-82.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470923,2200,L,TS,28.9,-82.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470924,0000,,EX,29.4,-82.6,50,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,19470924,0600,,EX,30.7,-82.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471007,0000,,TS,30.2,-80.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471007,0400,L,TS,30.8,-81.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471007,0600,,TS,30.9,-82.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471007,1200,,TD,30.6,-84.9,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471007,1800,,TD,30.3,-86.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471008,0000,,TD,29.6,-84.5,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471008,0600,,TD,30.0,-83.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,19471008,1200,,TD,31.2,-83.4,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471012,0000,,HU,25.2,-81.8,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471012,0000,,HU,25.2,-81.8,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471012,0200,L,HU,25.4,-81.2,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471012,0600,,HU,25.8,-80.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471012,1200,,HU,26.6,-79.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471016,0000,,TS,31.3,-83.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,19471016,0600,,TD,31.1,-84.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,19480709,0000,,TS,29.2,-88.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,19480709,0600,,TS,30.2,-87.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
