storm_id,storm_name,num_of_obs,datetime,category,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb,34_kt_ne_nm,34_kt_se_nm,34_kt_sw_nm,34_kt_nw_nm,50_kt_ne_nm,50_kt_se_nm,50_kt_sw_nm,50_kt_nw_nm,64_kt_ne_nm,64_kt_se_nm,64_kt_sw_nm,64_kt_nw_nm,radius_of_max_wind_nm
AL031937,UNNAMED,39,1937-08-31 18:00:00,Tropical Storm,,TS,31.0,-86.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-20 06:00:00,Tropical Storm,,TS,29.4,-87.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-20 12:00:00,Tropical Storm,,TS,29.6,-85.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-20 06:00:00,Tropical Storm,,TS,29.4,-87.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-20 12:00:00,Tropical Storm,,TS,29.6,-85.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-20 16:00:00,Tropical Storm,L,TS,29.7,-85.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-20 18:00:00,Tropical Storm,,TS,29.8,-85.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-21 00:00:00,Tropical Depression,,TD,29.9,-84.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-21 06:00:00,Tropical Depression,,TD,30.0,-83.4,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-21 12:00:00,Tropical Depression,,TD,30.1,-82.6,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,23,1937-09-21 18:00:00,Tropical Depression,,TD,30.1,-81.8,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,1939-06-16 06:00:00,Tropical Storm,,TS,29.6,-87.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,1939-06-16 12:00:00,Tropical Storm,,TS,30.2,-87.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,1939-06-16 13:00:00,Tropical Storm,L,TS,30.3,-87.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,28,1939-06-16 18:00:00,Tropical Storm,,TS,31.2,-88.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-11 18:00:00,1,,HU,26.7,-79.3,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-11 23:00:00,1,L,HU,27.2,-80.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-12 00:00:00,1,,HU,27.3,-80.4,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-12 06:00:00,Tropical Storm,,TS,27.9,-81.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-12 12:00:00,Tropical Storm,,TS,28.6,-83.4,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-12 18:00:00,1,,HU,29.2,-84.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-13 00:00:00,1,,HU,29.8,-85.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-12 18:00:00,1,,HU,29.2,-84.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-13 00:00:00,1,,HU,29.8,-85.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-13 06:00:00,1,L,HU,30.4,-86.4,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,50,1939-08-13 12:00:00,Tropical Storm,,TS,31.0,-87.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-06 06:00:00,2,,HU,25.1,-79.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-06 10:00:00,2,L,HU,25.5,-80.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,44,1941-10-06 06:00:00,2,,HU,25.1,-79.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-06 10:00:00,2,L,HU,25.5,-80.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,44,1941-10-06 11:00:00,2,L,HU,25.5,-80.3,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,44,1941-10-06 12:00:00,1,,HU,25.7,-80.8,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-06 18:00:00,Tropical Storm,,TS,26.7,-82.4,60,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-07 00:00:00,1,,HU,28.0,-83.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-07 06:00:00,1,,HU,29.2,-84.6,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-07 00:00:00,1,,HU,28.0,-83.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-07 06:00:00,1,,HU,29.2,-84.6,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051941,UNNAMED,44,1941-10-07 09:00:00,1,L,HU,29.9,-84.6,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051941,UNNAMED,44,1941-10-07 12:00:00,1,,HU,30.3,-84.6,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-20 06:00:00,Tropical Storm,,TS,28.6,-83.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-20 12:00:00,Tropical Storm,,TS,29.0,-83.0,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-20 14:00:00,Tropical Storm,L,TS,29.0,-83.0,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-20 18:00:00,Tropical Storm,,TS,29.4,-83.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-21 00:00:00,Tropical Storm,,TS,29.5,-82.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-21 06:00:00,Tropical Storm,,TS,29.4,-82.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-21 12:00:00,Tropical Depression,,TD,29.1,-82.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-21 18:00:00,Tropical Depression,,TD,29.0,-82.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-22 00:00:00,Tropical Depression,,TD,28.8,-82.1,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061941,UNNAMED,30,1941-10-22 06:00:00,Tropical Depression,,TD,28.4,-82.0,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061944,UNNAMED,13,1944-09-11 00:00:00,Tropical Storm,,TS,30.7,-88.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-19 00:00:00,3,,HU,25.3,-82.7,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-19 06:00:00,2,,HU,26.9,-82.6,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-19 00:00:00,3,,HU,25.3,-82.7,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-19 06:00:00,2,,HU,26.9,-82.6,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-19 07:00:00,2,L,HU,27.2,-82.5,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL131944,UNNAMED,51,1944-10-19 12:00:00,1,,HU,28.4,-82.1,75,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-19 18:00:00,Tropical Storm,,TS,29.8,-81.7,60,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131944,UNNAMED,51,1944-10-20 00:00:00,Tropical Storm,,TS,31.2,-81.4,55,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,1945-06-24 00:00:00,1,,HU,28.0,-85.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,1945-06-24 06:00:00,1,,HU,28.5,-83.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,1945-06-24 08:00:00,1,L,HU,28.6,-82.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,1945-06-24 12:00:00,Tropical Storm,,TS,29.0,-82.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,1945-06-24 18:00:00,Tropical Storm,,TS,29.8,-81.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011945,UNNAMED,59,1945-06-25 00:00:00,1,,HU,30.7,-80.1,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,1945-09-04 18:00:00,Tropical Storm,,TS,25.5,-82.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,1945-09-05 00:00:00,Tropical Storm,L,TS,26.5,-82.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,1945-09-05 06:00:00,Tropical Storm,,TS,27.5,-83.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,1945-09-05 12:00:00,Tropical Depression,,TD,28.5,-86.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071945,UNNAMED,13,1945-09-05 18:00:00,Tropical Depression,,TD,29.3,-87.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-15 18:00:00,4,,HU,25.1,-80.0,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-15 19:30:00,4,L,HU,25.3,-80.3,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,39,1945-09-15 18:00:00,4,,HU,25.1,-80.0,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-15 19:30:00,4,L,HU,25.3,-80.3,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,39,1945-09-15 20:00:00,4,L,HU,25.4,-80.4,115,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091945,UNNAMED,39,1945-09-16 00:00:00,3,,HU,25.9,-80.9,100,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-16 06:00:00,2,,HU,26.6,-81.5,85,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-16 12:00:00,1,,HU,27.5,-81.8,75,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-16 18:00:00,1,,HU,28.5,-81.7,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-17 00:00:00,1,,HU,29.6,-81.5,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-17 06:00:00,Tropical Storm,,TS,31.0,-81.2,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-17 00:00:00,1,,HU,29.6,-81.5,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091945,UNNAMED,39,1945-09-17 06:00:00,Tropical Storm,,TS,31.0,-81.2,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,1946-10-07 18:00:00,1,,HU,25.4,-83.3,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,1946-10-08 00:00:00,1,,HU,27.0,-82.9,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,1946-10-07 18:00:00,1,,HU,25.4,-83.3,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,1946-10-08 00:00:00,1,,HU,27.0,-82.9,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,1946-10-08 02:00:00,1,L,HU,27.5,-82.6,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL061946,UNNAMED,39,1946-10-08 06:00:00,1,,HU,28.6,-82.5,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061946,UNNAMED,39,1946-10-08 12:00:00,Tropical Storm,,TS,30.8,-82.1,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-01 18:00:00,Tropical Storm,,TS,25.8,-79.3,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-01 18:00:00,Tropical Storm,,TS,25.8,-79.3,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-01 22:00:00,Tropical Storm,L,TS,26.6,-80.1,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-02 00:00:00,Tropical Storm,,TS,26.8,-80.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-02 06:00:00,Tropical Depression,,TD,27.7,-81.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-02 12:00:00,Tropical Depression,,TD,28.5,-81.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-02 18:00:00,Tropical Depression,,TD,29.1,-82.0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-03 00:00:00,Tropical Depression,,TD,29.7,-81.8,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071946,UNNAMED,13,1946-11-03 06:00:00,Tropical Depression,,TD,30.9,-80.7,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-17 12:00:00,4,,HU,26.3,-79.5,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-17 12:00:00,4,,HU,26.3,-79.5,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-17 16:30:00,4,L,HU,26.1,-80.1,115,943,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL041947,UNNAMED,73,1947-09-17 18:00:00,3,,HU,26.1,-80.4,105,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-18 00:00:00,2,,HU,26.2,-81.3,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-18 06:00:00,2,,HU,26.5,-82.3,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-18 12:00:00,2,,HU,26.8,-83.4,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-18 18:00:00,2,,HU,27.2,-84.5,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-19 00:00:00,2,,HU,27.7,-85.7,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-19 06:00:00,2,,HU,28.4,-87.3,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041947,UNNAMED,73,1947-09-19 06:00:00,2,,HU,28.4,-87.3,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051947,UNNAMED,10,1947-09-08 06:00:00,Tropical Storm,,TS,29.5,-87.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051947,UNNAMED,10,1947-09-08 12:00:00,Tropical Storm,,TS,30.0,-88.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051947,UNNAMED,10,1947-09-08 14:00:00,Tropical Storm,L,TS,30.3,-88.2,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-22 18:00:00,Tropical Storm,,TS,24.7,-83.4,50,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 00:00:00,Tropical Storm,,TS,25.7,-83.4,50,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 06:00:00,Tropical Storm,,TS,26.7,-83.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 12:00:00,Tropical Storm,,TS,27.6,-83.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 18:00:00,Tropical Storm,,TS,28.5,-82.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 12:00:00,Tropical Storm,,TS,27.6,-83.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 18:00:00,Tropical Storm,,TS,28.5,-82.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-23 22:00:00,Tropical Storm,L,TS,28.9,-82.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-24 00:00:00,Tropical Storm,,EX,29.4,-82.6,50,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061947,UNNAMED,27,1947-09-24 06:00:00,Tropical Storm,,EX,30.7,-82.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-07 00:00:00,Tropical Storm,,TS,30.2,-80.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-07 04:00:00,Tropical Storm,L,TS,30.8,-81.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-07 06:00:00,Tropical Storm,,TS,30.9,-82.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-07 12:00:00,Tropical Depression,,TD,30.6,-84.9,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-07 18:00:00,Tropical Depression,,TD,30.3,-86.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-08 00:00:00,Tropical Depression,,TD,29.6,-84.5,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-08 06:00:00,Tropical Depression,,TD,30.0,-83.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071947,UNNAMED,16,1947-10-08 12:00:00,Tropical Depression,,TD,31.2,-83.4,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-12 00:00:00,1,,HU,25.2,-81.8,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-12 00:00:00,1,,HU,25.2,-81.8,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-12 02:00:00,1,L,HU,25.4,-81.2,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-12 06:00:00,1,,HU,25.8,-80.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-12 12:00:00,1,,HU,26.6,-79.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-16 00:00:00,Tropical Storm,,TS,31.3,-83.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091947,UNNAMED,36,1947-10-16 06:00:00,Tropical Depression,,TD,31.1,-84.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,1948-07-09 00:00:00,Tropical Storm,,TS,29.2,-88.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,1948-07-09 06:00:00,Tropical Storm,,TS,30.2,-87.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,1948-07-09 07:00:00,Tropical Storm,L,TS,30.3,-87.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,1948-07-09 12:00:00,Tropical Storm,,TS,30.8,-86.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021948,UNNAMED,18,1948-07-09 18:00:00,Tropical Depression,,TD,31.3,-86.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-21 18:00:00,3,,HU,24.7,-81.5,105,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-22 00:00:00,4,,HU,25.4,-81.4,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-21 18:00:00,3,,HU,24.7,-81.5,105,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-22 00:00:00,4,,HU,25.4,-81.4,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-22 05:00:00,4,L,HU,25.8,-81.3,115,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081948,UNNAMED,36,1948-09-22 06:00:00,4,,HU,26.0,-81.2,115,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-22 12:00:00,2,,HU,26.5,-80.8,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081948,UNNAMED,36,1948-09-22 18:00:00,1,,HU,27.3,-80.1,80,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091948,UNNAMED,56,1948-10-05 18:00:00,2,L,HU,24.7,-81.2,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091948,UNNAMED,56,1948-10-05 18:00:00,2,L,HU,24.7,-81.2,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091948,UNNAMED,56,1948-10-05 20:00:00,2,L,HU,25.1,-80.9,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL091948,UNNAMED,56,1948-10-06 00:00:00,1,,HU,25.8,-80.2,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091948,UNNAMED,56,1948-10-06 06:00:00,2,,HU,26.8,-79.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
